date,state,district,pincode,age_0_5,age_5_17,age_18_greater
,Maharashtra,Pune,411006,8,3,0
,Maharashtra,Pune,411007,0,1,0
,Maharashtra,Pune,411015,11,5,0
,Maharashtra,Pune,411024,1,1,0
,Maharashtra,Pune,411032,1,2,0
,Maharashtra,Pune,411035,3,0,0
,Maharashtra,Pune,411036,4,2,0
,Maharashtra,Pune,411039,4,4,0
,Maharashtra,Pune,411046,11,9,0
,Maharashtra,Pune,411047,5,3,0
,Maharashtra,Pune,411051,0,1,0
,Maharashtra,Pune,411070,1,1,0
,Maharashtra,Pune,412205,2,0,0
,Maharashtra,Pune,412206,5,1,0
,Maharashtra,Pune,412207,24,2,0
,Maharashtra,Pune,412210,3,0,0
,Maharashtra,Pune,412211,2,0,0
,Maharashtra,Pune,412404,0,1,0
,Maharashtra,Pune,412409,0,1,0
,Maharashtra,Pune,412410,1,0,0
,Maharashtra,Pune,413114,3,0,0
,Maharashtra,Pune,413802,0,1,0
2026-01-01,Maharashtra,Pune,410401,5,1,0
2026-01-01,Maharashtra,Pune,410502,8,3,0
2026-01-01,Maharashtra,Pune,410503,7,0,0
2026-01-01,Maharashtra,Pune,410508,0,1,0
2026-01-01,Maharashtra,Pune,410510,2,1,0
2026-01-01,Maharashtra,Pune,410515,2,0,0
2026-01-01,Maharashtra,Pune,411007,2,2,0
2026-01-01,Maharashtra,Pune,411016,4,0,0
2026-01-01,Maharashtra,Pune,411024,2,0,0
2026-01-01,Maharashtra,Pune,411036,7,2,0
2026-01-01,Maharashtra,Pune,411038,20,3,1
2026-01-01,Maharashtra,Pune,411040,2,1,0
2026-01-01,Maharashtra,Pune,411046,18,8,0
2026-01-01,Maharashtra,Pune,411051,1,0,0
2026-01-01,Maharashtra,Pune,411058,7,0,0
2026-01-01,Maharashtra,Pune,412109,7,1,0
2026-01-01,Maharashtra,Pune,412202,8,1,0
2026-01-01,Maharashtra,Pune,412206,11,2,0
2026-01-01,Maharashtra,Pune,412208,3,2,0
2026-01-01,Maharashtra,Pune,412214,4,2,0
2026-01-01,Maharashtra,Pune,412218,2,1,0
2026-01-01,Maharashtra,Pune,412219,1,1,0
2026-01-01,Maharashtra,Pune,412303,4,1,0
2026-01-01,Maharashtra,Pune,412307,14,2,0
2026-01-01,Maharashtra,Pune,412406,3,1,0
2026-01-01,Maharashtra,Pune,412409,3,0,0
2026-01-01,Maharashtra,Pune,413105,2,0,0
2026-01-01,Maharashtra,Pune,413116,1,1,0
2026-01-01,Maharashtra,Pune,413133,3,1,0
2026-02-01,Maharashtra,Pune,410405,5,0,0
2026-02-01,Maharashtra,Pune,410406,1,1,0
2026-02-01,Maharashtra,Pune,410502,7,3,0
2026-02-01,Maharashtra,Pune,410503,2,0,2
2026-02-01,Maharashtra,Pune,410513,1,0,0
2026-02-01,Maharashtra,Pune,411008,1,0,0
2026-02-01,Maharashtra,Pune,411017,9,2,2
2026-02-01,Maharashtra,Pune,411020,1,0,0
2026-02-01,Maharashtra,Pune,411023,1,2,0
2026-02-01,Maharashtra,Pune,411042,5,0,0
2026-02-01,Maharashtra,Pune,411048,8,4,0
2026-02-01,Maharashtra,Pune,411052,2,0,0
2026-02-01,Maharashtra,Pune,411062,7,2,0
2026-02-01,Maharashtra,Pune,412202,4,2,0
2026-02-01,Maharashtra,Pune,412205,1,1,0
2026-02-01,Maharashtra,Pune,412207,15,2,0
2026-02-01,Maharashtra,Pune,412211,1,0,0
2026-02-01,Maharashtra,Pune,412220,1,0,0
2026-02-01,Maharashtra,Pune,412301,7,1,0
2026-02-01,Maharashtra,Pune,412405,0,0,2
2026-02-01,Maharashtra,Pune,412411,4,0,0
2026-02-01,Maharashtra,Pune,413103,2,1,0
2026-02-01,Maharashtra,Pune,413104,1,0,0
2026-02-01,Maharashtra,Pune,413130,2,0,1
2026-03-01,Maharashtra,Pune,410405,1,0,0
2026-03-01,Maharashtra,Pune,410503,1,0,0
2026-03-01,Maharashtra,Pune,411006,0,1,0
2026-03-01,Maharashtra,Pune,411015,0,1,0
2026-03-01,Maharashtra,Pune,411062,1,1,0
2026-03-01,Maharashtra,Pune,411070,1,0,0
2026-03-01,Maharashtra,Pune,412109,0,1,0
2026-03-01,Maharashtra,Pune,412202,0,1,0
2026-03-01,Maharashtra,Pune,412207,0,2,0
2026-03-01,Maharashtra,Pune,412208,0,1,0
2025-09-06,Maharashtra,Pune,410501,8,4,0
2025-09-06,Maharashtra,Pune,410516,1,0,0
2025-09-06,Maharashtra,Pune,411003,3,1,0
2025-09-06,Maharashtra,Pune,411024,1,0,0
2025-09-06,Maharashtra,Pune,411026,1,1,0
2025-09-06,Maharashtra,Pune,411027,3,4,0
2025-09-06,Maharashtra,Pune,411034,0,1,0
2025-09-06,Maharashtra,Pune,411047,2,3,0
2025-09-06,Maharashtra,Pune,412102,2,1,0
2025-09-06,Maharashtra,Pune,412108,0,1,0
2025-09-06,Maharashtra,Pune,412203,1,0,0
2025-09-06,Maharashtra,Pune,412206,2,4,0
2025-09-06,Maharashtra,Pune,412213,4,0,0
2025-09-06,Maharashtra,Pune,412214,1,0,0
2025-09-06,Maharashtra,Pune,412303,3,2,0
2025-09-06,Maharashtra,Pune,412308,8,8,0
2025-09-06,Maharashtra,Pune,412403,0,1,0
2025-09-06,Maharashtra,Pune,413105,0,1,0
2025-10-06,Maharashtra,Pune,410401,0,2,0
2025-10-06,Maharashtra,Pune,410403,0,1,0
2025-10-06,Maharashtra,Pune,410405,1,0,0
2025-10-06,Maharashtra,Pune,410502,2,3,0
2025-10-06,Maharashtra,Pune,410503,1,0,0
2025-10-06,Maharashtra,Pune,410505,3,2,0
2025-10-06,Maharashtra,Pune,411001,2,2,0
2025-10-06,Maharashtra,Pune,411007,0,1,0
2025-10-06,Maharashtra,Pune,411011,0,1,0
2025-10-06,Maharashtra,Pune,411013,5,6,0
2025-10-06,Maharashtra,Pune,411017,4,4,0
2025-10-06,Maharashtra,Pune,411019,4,2,0
2025-10-06,Maharashtra,Pune,411030,2,1,0
2025-10-06,Maharashtra,Pune,411036,1,3,0
2025-10-06,Maharashtra,Pune,411038,4,1,0
2025-10-06,Maharashtra,Pune,411044,1,3,0
2025-10-06,Maharashtra,Pune,411051,0,1,1
2025-10-06,Maharashtra,Pune,411052,0,2,0
2025-10-06,Maharashtra,Pune,411060,1,4,0
2025-10-06,Maharashtra,Pune,411068,1,2,0
2025-10-06,Maharashtra,Pune,412114,2,5,0
2025-10-06,Maharashtra,Pune,412202,1,0,0
2025-10-06,Maharashtra,Pune,412205,2,1,0
2025-10-06,Maharashtra,Pune,412209,1,0,0
2025-10-06,Maharashtra,Pune,412301,2,0,0
2025-10-06,Maharashtra,Pune,412303,1,1,0
2025-10-06,Maharashtra,Pune,412402,0,2,0
2025-10-06,Maharashtra,Pune,412408,0,1,0
2025-10-06,Maharashtra,Pune,412411,2,1,0
2025-10-06,Maharashtra,Pune,413102,4,0,0
2025-10-06,Maharashtra,Pune,413103,8,1,0
2025-10-06,Maharashtra,Pune,413115,1,0,0
2025-11-06,Maharashtra,Pune,410405,1,1,0
2025-11-06,Maharashtra,Pune,410503,2,0,0
2025-11-06,Maharashtra,Pune,410512,1,0,0
2025-11-06,Maharashtra,Pune,410515,0,0,2
2025-11-06,Maharashtra,Pune,411003,1,4,0
2025-11-06,Maharashtra,Pune,411014,5,3,1
2025-11-06,Maharashtra,Pune,411016,1,0,1
2025-11-06,Maharashtra,Pune,411020,2,0,0
2025-11-06,Maharashtra,Pune,411037,5,4,1
2025-11-06,Maharashtra,Pune,411041,1,4,0
2025-11-06,Maharashtra,Pune,411043,1,7,0
2025-11-06,Maharashtra,Pune,411045,2,1,0
2025-11-06,Maharashtra,Pune,411052,1,0,0
2025-11-06,Maharashtra,Pune,411058,3,1,0
2025-11-06,Maharashtra,Pune,412109,4,3,0
2025-11-06,Maharashtra,Pune,412114,5,4,0
2025-11-06,Maharashtra,Pune,412210,6,4,0
2025-11-06,Maharashtra,Pune,412216,2,0,0
2025-11-06,Maharashtra,Pune,412305,0,1,1
2025-11-06,Maharashtra,Pune,412410,2,0,0
2025-11-06,Maharashtra,Pune,413106,1,1,0
2025-11-06,Maharashtra,Pune,413801,9,0,0
2025-12-06,Maharashtra,Pune,411015,1,2,0
2025-12-06,Maharashtra,Pune,411016,2,1,0
2025-12-06,Maharashtra,Pune,411027,2,2,0
2025-12-06,Maharashtra,Pune,411036,3,3,0
2025-12-06,Maharashtra,Pune,411043,1,1,0
2025-12-06,Maharashtra,Pune,411057,9,3,0
2025-12-06,Maharashtra,Pune,411058,1,1,0
2025-12-06,Maharashtra,Pune,412106,0,1,0
2025-12-06,Maharashtra,Pune,412205,2,1,0
2025-12-06,Maharashtra,Pune,412213,1,2,0
2025-12-06,Maharashtra,Pune,412306,1,1,0
2025-12-06,Maharashtra,Pune,413103,3,1,0
2025-12-06,Maharashtra,Pune,413120,3,0,0
2025-12-06,Maharashtra,Pune,413801,2,1,0
,Maharashtra,Pune,410503,2,0,0
,Maharashtra,Pune,410505,5,4,0
,Maharashtra,Pune,410513,4,0,0
,Maharashtra,Pune,410515,2,0,0
,Maharashtra,Pune,411002,3,0,0
,Maharashtra,Pune,411005,0,2,1
,Maharashtra,Pune,411013,1,0,0
,Maharashtra,Pune,411021,0,2,0
,Maharashtra,Pune,411023,1,0,0
,Maharashtra,Pune,411045,2,1,0
,Maharashtra,Pune,412103,1,0,0
,Maharashtra,Pune,412202,1,0,0
,Maharashtra,Pune,412215,1,0,0
,Maharashtra,Pune,412216,1,3,0
,Maharashtra,Pune,412220,1,0,0
,Maharashtra,Pune,412303,3,0,0
,Maharashtra,Pune,412409,1,1,0
,Maharashtra,Pune,413132,2,1,0
,Maharashtra,Pune,410507,0,1,0
,Maharashtra,Pune,411002,1,2,0
,Maharashtra,Pune,411005,0,1,0
,Maharashtra,Pune,411009,1,0,0
,Maharashtra,Pune,411014,3,4,0
,Maharashtra,Pune,411019,4,2,0
,Maharashtra,Pune,411024,1,0,0
,Maharashtra,Pune,411031,2,0,0
,Maharashtra,Pune,411033,5,2,0
,Maharashtra,Pune,411037,2,2,1
,Maharashtra,Pune,411052,1,0,0
,Maharashtra,Pune,412108,1,0,1
,Maharashtra,Pune,412203,2,0,0
,Maharashtra,Pune,412210,1,1,0
,Maharashtra,Pune,412218,1,0,0
,Maharashtra,Pune,412312,1,0,0
,Maharashtra,Pune,412402,2,3,0
,Maharashtra,Pune,413103,3,0,0
,Maharashtra,Pune,413106,1,0,0
,Maharashtra,Pune,411009,0,1,0
,Maharashtra,Pune,411013,0,1,0
,Maharashtra,Pune,411015,1,0,0
,Maharashtra,Pune,411041,7,3,0
,Maharashtra,Pune,411057,0,1,0
,Maharashtra,Pune,412114,1,4,0
,Maharashtra,Pune,412213,1,1,0
,Maharashtra,Pune,412216,1,2,0
,Maharashtra,Pune,412308,1,5,0
,Maharashtra,Pune,413104,0,1,0
,Maharashtra,Pune,413801,2,0,0
,Maharashtra,Pune,410503,3,2,1
,Maharashtra,Pune,410505,8,9,0
,Maharashtra,Pune,410507,4,3,0
,Maharashtra,Pune,410510,1,0,0
,Maharashtra,Pune,411001,3,1,1
,Maharashtra,Pune,411007,1,0,0
,Maharashtra,Pune,411033,20,6,0
,Maharashtra,Pune,411036,2,3,0
,Maharashtra,Pune,411044,1,3,0
,Maharashtra,Pune,411045,5,2,0
,Maharashtra,Pune,412102,0,1,0
,Maharashtra,Pune,412106,2,1,0
,Maharashtra,Pune,412108,1,2,0
,Maharashtra,Pune,412110,2,4,0
,Maharashtra,Pune,412202,0,3,0
,Maharashtra,Pune,412206,2,5,0
,Maharashtra,Pune,412208,6,4,0
,Maharashtra,Pune,412210,3,5,0
,Maharashtra,Pune,412213,3,1,0
,Maharashtra,Pune,412218,3,0,0
,Maharashtra,Pune,413115,0,1,0
,Maharashtra,Pune,410504,1,0,0
,Maharashtra,Pune,410509,1,0,0
,Maharashtra,Pune,410515,2,1,0
,Maharashtra,Pune,411001,1,3,1
,Maharashtra,Pune,411007,1,1,0
,Maharashtra,Pune,411014,2,1,1
,Maharashtra,Pune,411016,2,1,0
,Maharashtra,Pune,411022,1,0,0
,Maharashtra,Pune,411032,0,1,0
,Maharashtra,Pune,411038,2,3,0
,Maharashtra,Pune,411047,3,2,0
,Maharashtra,Pune,412103,4,1,0
,Maharashtra,Pune,412114,1,7,0
,Maharashtra,Pune,412202,0,1,0
,Maharashtra,Pune,412219,1,4,0
,Maharashtra,Pune,412301,2,0,0
,Maharashtra,Pune,412401,1,0,0
,Maharashtra,Pune,412403,0,1,0
,Maharashtra,Pune,413114,2,2,0
,Maharashtra,Pune,413115,2,0,0
,Maharashtra,Pune,413116,1,0,0
,Maharashtra,Pune,413133,1,0,0
,Maharashtra,Pune,410406,0,1,0
,Maharashtra,Pune,410507,2,0,0
,Maharashtra,Pune,411006,3,3,1
,Maharashtra,Pune,411017,5,7,1
,Maharashtra,Pune,411027,0,3,0
,Maharashtra,Pune,411043,1,1,0
,Maharashtra,Pune,411046,3,4,0
,Maharashtra,Pune,411048,4,3,0
,Maharashtra,Pune,411051,1,0,0
,Maharashtra,Pune,411062,3,0,0
,Maharashtra,Pune,411068,1,0,0
,Maharashtra,Pune,412107,1,0,0
,Maharashtra,Pune,412114,2,1,0
,Maharashtra,Pune,412202,0,1,0
,Maharashtra,Pune,412305,1,2,0
,Maharashtra,Pune,412406,2,0,0
,Maharashtra,Pune,410501,4,3,0
,Maharashtra,Pune,410506,1,0,0
,Maharashtra,Pune,410507,2,0,0
,Maharashtra,Pune,411009,4,2,0
,Maharashtra,Pune,411023,1,2,0
,Maharashtra,Pune,411030,1,0,0
,Maharashtra,Pune,411036,1,2,0
,Maharashtra,Pune,411038,1,1,0
,Maharashtra,Pune,411039,4,3,0
,Maharashtra,Pune,411046,6,10,0
,Maharashtra,Pune,411052,0,1,0
,Maharashtra,Pune,412101,2,0,0
,Maharashtra,Pune,412115,1,1,0
,Maharashtra,Pune,412205,0,1,0
,Maharashtra,Pune,412207,4,3,0
,Maharashtra,Pune,412209,1,1,0
,Maharashtra,Pune,412215,1,1,0
,Maharashtra,Pune,412306,1,2,0
,Maharashtra,Pune,412412,1,0,0
,Maharashtra,Pune,413103,2,0,0
,Maharashtra,Pune,413801,5,6,0
2025-01-09,Maharashtra,Pune,410506,2,2,0
2025-01-09,Maharashtra,Pune,410507,3,1,0
2025-01-09,Maharashtra,Pune,411005,1,1,0
2025-01-09,Maharashtra,Pune,411009,2,0,0
2025-01-09,Maharashtra,Pune,411016,3,0,0
2025-01-09,Maharashtra,Pune,411019,1,0,0
2025-01-09,Maharashtra,Pune,411028,3,1,0
2025-01-09,Maharashtra,Pune,411044,1,2,0
2025-01-09,Maharashtra,Pune,411048,7,8,0
2025-01-09,Maharashtra,Pune,411060,3,0,0
2025-01-09,Maharashtra,Pune,412109,2,1,0
2025-01-09,Maharashtra,Pune,412110,1,0,0
2025-01-09,Maharashtra,Pune,412202,1,1,2
2025-01-09,Maharashtra,Pune,412412,2,0,0
2025-01-09,Maharashtra,Pune,413106,1,0,0
2025-01-09,Maharashtra,Pune,413114,2,0,0
2025-01-07,Maharashtra,Pune,412211,78,36,14
2025-01-07,Maharashtra,Pune,411023,103,26,12
2025-01-07,Maharashtra,Pune,411028,269,134,13
2025-01-07,Maharashtra,Pune,411038,278,66,19
2025-01-07,Maharashtra,Pune,411048,350,239,11
2025-03-09,Maharashtra,Pune,410401,2,0,0
2025-03-09,Maharashtra,Pune,410405,0,2,0
2025-03-09,Maharashtra,Pune,410504,8,1,0
2025-03-09,Maharashtra,Pune,411006,3,0,1
2025-03-09,Maharashtra,Pune,411009,8,0,0
2025-03-09,Maharashtra,Pune,411012,1,0,0
2025-03-09,Maharashtra,Pune,411014,1,1,0
2025-03-09,Maharashtra,Pune,411026,5,0,0
2025-03-09,Maharashtra,Pune,411034,1,1,0
2025-03-09,Maharashtra,Pune,411038,3,1,0
2025-03-09,Maharashtra,Pune,411042,2,2,0
2025-03-09,Maharashtra,Pune,411058,1,0,0
2025-03-09,Maharashtra,Pune,412114,0,1,0
2025-03-09,Maharashtra,Pune,412207,2,1,0
2025-03-09,Maharashtra,Pune,412307,2,1,0
2025-03-09,Maharashtra,Pune,413102,5,0,0
2025-03-09,Maharashtra,Pune,413130,5,0,0
2025-03-09,Maharashtra,Pune,413132,1,0,0
2025-02-09,Maharashtra,Pune,411014,4,0,2
2025-02-09,Maharashtra,Pune,411027,5,3,0
2025-02-09,Maharashtra,Pune,411032,3,2,0
2025-02-09,Maharashtra,Pune,411033,10,0,0
2025-02-09,Maharashtra,Pune,411036,1,0,0
2025-02-09,Maharashtra,Pune,411039,5,0,0
2025-02-09,Maharashtra,Pune,411041,4,2,0
2025-02-09,Maharashtra,Pune,411044,2,1,0
2025-02-09,Maharashtra,Pune,412105,11,1,0
2025-02-09,Maharashtra,Pune,412203,5,1,0
2025-02-09,Maharashtra,Pune,412206,0,1,0
2025-02-09,Maharashtra,Pune,412216,2,0,0
2025-02-09,Maharashtra,Pune,412220,1,0,0
2025-02-09,Maharashtra,Pune,412303,2,0,0
2025-02-09,Maharashtra,Pune,412304,2,0,0
2025-02-09,Maharashtra,Pune,412305,3,1,0
2025-02-09,Maharashtra,Pune,412403,1,0,0
2025-02-09,Maharashtra,Pune,412411,2,0,0
2025-02-09,Maharashtra,Pune,413120,1,0,0
2025-02-09,Maharashtra,Pune,413132,2,1,0
2025-02-09,Maharashtra,Pune,413133,1,0,0
2025-02-09,Maharashtra,Pune,413801,3,2,0
2025-06-09,Maharashtra,Pune,410503,1,0,0
2025-06-09,Maharashtra,Pune,411028,5,2,0
2025-06-09,Maharashtra,Pune,411038,1,0,0
2025-06-09,Maharashtra,Pune,411048,2,2,0
2025-06-09,Maharashtra,Pune,412101,3,0,0
2025-06-09,Maharashtra,Pune,412203,1,0,0
2025-06-09,Maharashtra,Pune,412206,1,0,0
2025-04-09,Maharashtra,Pune,410501,2,0,0
2025-04-09,Maharashtra,Pune,410502,2,0,0
2025-04-09,Maharashtra,Pune,410505,4,5,0
2025-04-09,Maharashtra,Pune,410515,2,1,0
2025-04-09,Maharashtra,Pune,411001,7,0,0
2025-04-09,Maharashtra,Pune,411011,1,0,0
2025-04-09,Maharashtra,Pune,411016,2,0,0
2025-04-09,Maharashtra,Pune,411018,1,4,0
2025-04-09,Maharashtra,Pune,411020,1,1,0
2025-04-09,Maharashtra,Pune,411027,1,1,0
2025-04-09,Maharashtra,Pune,411036,1,2,0
2025-04-09,Maharashtra,Pune,411042,1,0,0
2025-04-09,Maharashtra,Pune,411043,1,3,0
2025-04-09,Maharashtra,Pune,411068,1,0,0
2025-04-09,Maharashtra,Pune,412201,0,2,0
2025-04-09,Maharashtra,Pune,412203,1,0,0
2025-04-09,Maharashtra,Pune,412204,1,1,0
2025-04-09,Maharashtra,Pune,412216,1,0,0
2025-04-09,Maharashtra,Pune,412301,2,0,0
2025-04-09,Maharashtra,Pune,412308,6,1,0
2025-04-09,Maharashtra,Pune,412406,1,0,0
2025-04-09,Maharashtra,Pune,412411,1,0,0
2025-04-09,Maharashtra,Pune,413102,7,4,0
2025-05-09,Maharashtra,Pune,410505,3,0,0
2025-05-09,Maharashtra,Pune,411019,2,0,0
2025-05-09,Maharashtra,Pune,411036,1,0,0
2025-05-09,Maharashtra,Pune,411048,9,3,0
2025-05-09,Maharashtra,Pune,412109,8,0,0
2025-05-09,Maharashtra,Pune,412114,3,3,0
2025-05-09,Maharashtra,Pune,412207,1,2,0
2025-05-09,Maharashtra,Pune,412214,0,1,0
2025-05-09,Maharashtra,Pune,412308,1,1,0
2025-05-09,Maharashtra,Pune,412410,1,0,0
2025-07-09,Maharashtra,Pune,410506,1,0,0
2025-07-09,Maharashtra,Pune,411005,2,0,0
2025-07-09,Maharashtra,Pune,411033,3,1,0
2025-07-09,Maharashtra,Pune,411046,5,0,0
2025-07-09,Maharashtra,Pune,411062,1,3,0
2025-07-09,Maharashtra,Pune,412215,1,0,0
2025-08-09,Maharashtra,Pune,410502,3,1,0
2025-08-09,Maharashtra,Pune,410516,1,0,0
2025-08-09,Maharashtra,Pune,411009,3,2,0
2025-08-09,Maharashtra,Pune,411012,1,1,0
2025-08-09,Maharashtra,Pune,411019,3,1,0
2025-08-09,Maharashtra,Pune,411023,2,0,0
2025-08-09,Maharashtra,Pune,411036,3,1,0
2025-08-09,Maharashtra,Pune,411044,2,1,0
2025-08-09,Maharashtra,Pune,411051,4,0,0
2025-08-09,Maharashtra,Pune,412202,2,2,0
2025-08-09,Maharashtra,Pune,412214,3,0,0
2025-08-09,Maharashtra,Pune,412220,1,0,0
2025-08-09,Maharashtra,Pune,412410,1,0,0
2025-08-09,Maharashtra,Pune,413106,2,1,0
2025-08-09,Maharashtra,Pune,413120,1,1,0
2025-09-09,Maharashtra,Pune,410504,4,1,0
2025-09-09,Maharashtra,Pune,410506,4,2,0
2025-09-09,Maharashtra,Pune,411015,4,1,0
2025-09-09,Maharashtra,Pune,411017,5,2,0
2025-09-09,Maharashtra,Pune,411019,3,1,0
2025-09-09,Maharashtra,Pune,411023,3,1,0
2025-09-09,Maharashtra,Pune,411031,0,1,0
2025-09-09,Maharashtra,Pune,411040,1,0,0
2025-09-09,Maharashtra,Pune,411043,3,0,0
2025-09-09,Maharashtra,Pune,411058,7,2,0
2025-09-09,Maharashtra,Pune,412105,9,5,0
2025-09-09,Maharashtra,Pune,412109,8,2,0
2025-09-09,Maharashtra,Pune,412201,2,0,0
2025-09-09,Maharashtra,Pune,412202,1,1,0
2025-09-09,Maharashtra,Pune,412213,4,0,0
2025-09-09,Maharashtra,Pune,412303,1,0,0
2025-09-09,Maharashtra,Pune,412305,1,0,0
2025-09-09,Maharashtra,Pune,412308,5,3,0
2025-10-09,Maharashtra,Pune,412210,2,0,0
2025-10-09,Maharashtra,Pune,412213,5,0,0
2025-10-09,Maharashtra,Pune,412216,1,1,0
2025-10-09,Maharashtra,Pune,412311,0,1,0
2025-10-09,Maharashtra,Pune,412404,1,0,0
2025-10-09,Maharashtra,Pune,412409,5,0,0
2025-10-09,Maharashtra,Pune,413114,7,0,0
2025-10-09,Maharashtra,Pune,413120,2,0,0
2025-10-09,Maharashtra,Pune,413801,3,4,0
2025-11-09,Maharashtra,Pune,410504,1,1,0
2025-11-09,Maharashtra,Pune,410515,1,1,0
2025-11-09,Maharashtra,Pune,410516,1,0,0
2025-11-09,Maharashtra,Pune,411012,2,1,0
2025-11-09,Maharashtra,Pune,411013,3,3,0
2025-11-09,Maharashtra,Pune,411020,1,0,0
2025-11-09,Maharashtra,Pune,411021,7,1,0
2025-11-09,Maharashtra,Pune,411033,3,6,0
2025-11-09,Maharashtra,Pune,411034,2,0,0
2025-11-09,Maharashtra,Pune,411036,1,0,0
2025-11-09,Maharashtra,Pune,411037,4,1,0
2025-11-09,Maharashtra,Pune,411040,1,0,0
2025-11-09,Maharashtra,Pune,411047,2,0,0
2025-11-09,Maharashtra,Pune,411060,2,0,0
2025-11-09,Maharashtra,Pune,412110,2,0,0
2025-11-09,Maharashtra,Pune,412201,1,1,0
2025-11-09,Maharashtra,Pune,412213,2,1,0
2025-11-09,Maharashtra,Pune,412311,1,0,0
2025-11-09,Maharashtra,Pune,412409,2,0,0
2025-11-09,Maharashtra,Pune,413106,2,0,0
2025-10-09,Maharashtra,Pune,410502,5,1,0
2025-10-09,Maharashtra,Pune,410503,1,0,0
2025-10-09,Maharashtra,Pune,410504,4,0,0
2025-10-09,Maharashtra,Pune,411006,7,1,0
2025-10-09,Maharashtra,Pune,411007,3,0,0
2025-10-09,Maharashtra,Pune,411016,2,0,0
2025-10-09,Maharashtra,Pune,411017,9,1,0
2025-10-09,Maharashtra,Pune,411021,5,1,0
2025-10-09,Maharashtra,Pune,411024,1,0,0
2025-10-09,Maharashtra,Pune,411028,2,3,0
2025-10-09,Maharashtra,Pune,411031,1,0,0
2025-10-09,Maharashtra,Pune,411033,5,6,0
2025-10-09,Maharashtra,Pune,411037,6,1,0
2025-10-09,Maharashtra,Pune,411038,9,4,0
2025-10-09,Maharashtra,Pune,411041,3,2,0
2025-10-09,Maharashtra,Pune,411046,11,2,0
2025-10-09,Maharashtra,Pune,411057,3,4,0
2025-10-09,Maharashtra,Pune,412106,2,1,0
2025-10-09,Maharashtra,Pune,412107,1,0,0
2025-10-09,Maharashtra,Pune,412109,8,2,0
2025-10-09,Maharashtra,Pune,412205,3,0,0
,Maharashtra,Pune,410506,1,0,0
,Maharashtra,Pune,411002,1,0,0
,Maharashtra,Pune,411009,1,0,0
,Maharashtra,Pune,411014,1,1,0
,Maharashtra,Pune,411039,1,1,0
,Maharashtra,Pune,411043,0,1,0
,Maharashtra,Pune,411048,6,2,0
,Maharashtra,Pune,412104,1,0,0
,Maharashtra,Pune,412105,1,2,0
,Maharashtra,Pune,412114,2,3,0
,Maharashtra,Pune,412203,1,0,0
,Maharashtra,Pune,412209,0,2,0
,Maharashtra,Pune,412307,2,0,0
,Maharashtra,Pune,412308,5,0,0
,Maharashtra,Pune,412410,1,0,0
,Maharashtra,Pune,410401,2,0,0
,Maharashtra,Pune,410405,1,0,0
,Maharashtra,Pune,410406,2,0,0
,Maharashtra,Pune,410501,1,0,0
,Maharashtra,Pune,410503,1,1,0
,Maharashtra,Pune,411009,2,0,0
,Maharashtra,Pune,411011,1,0,0
,Maharashtra,Pune,411017,1,1,0
,Maharashtra,Pune,411027,7,1,0
,Maharashtra,Pune,411028,19,1,0
,Maharashtra,Pune,411043,2,2,0
,Maharashtra,Pune,411052,1,1,0
,Maharashtra,Pune,411061,2,0,0
,Maharashtra,Pune,411070,1,0,0
,Maharashtra,Pune,412109,5,0,0
,Maharashtra,Pune,412114,1,0,0
,Maharashtra,Pune,412207,15,2,0
,Maharashtra,Pune,412208,5,0,0
,Maharashtra,Pune,412307,8,1,0
,Maharashtra,Pune,412308,6,2,0
,Maharashtra,Pune,412311,1,0,0
,Maharashtra,Pune,413105,2,0,0
,Maharashtra,Pune,413110,2,0,0
2025-12-09,Maharashtra,Pune,410509,2,0,0
2025-12-09,Maharashtra,Pune,410513,2,0,0
2025-12-09,Maharashtra,Pune,411009,7,0,0
2025-12-09,Maharashtra,Pune,411015,2,2,0
2025-12-09,Maharashtra,Pune,411017,8,2,0
2025-12-09,Maharashtra,Pune,411032,2,0,0
2025-12-09,Maharashtra,Pune,411038,16,2,0
2025-12-09,Maharashtra,Pune,411040,1,1,0
2025-12-09,Maharashtra,Pune,411045,9,0,0
2025-12-09,Maharashtra,Pune,411046,6,3,0
2025-12-09,Maharashtra,Pune,411048,9,4,0
2025-12-09,Maharashtra,Pune,411051,2,1,0
2025-12-09,Maharashtra,Pune,411058,4,1,0
2025-12-09,Maharashtra,Pune,411061,1,1,0
2025-12-09,Maharashtra,Pune,411062,8,3,0
2025-12-09,Maharashtra,Pune,412109,6,2,0
2025-12-09,Maharashtra,Pune,412204,0,1,0
2025-12-09,Maharashtra,Pune,412215,0,1,0
2025-12-09,Maharashtra,Pune,412218,1,0,0
2025-12-09,Maharashtra,Pune,412301,2,0,0
2025-12-09,Maharashtra,Pune,412304,1,2,0
2025-12-09,Maharashtra,Pune,412306,1,0,0
2025-12-09,Maharashtra,Pune,412403,1,0,0
,Maharashtra,Pune,410501,6,2,0
,Maharashtra,Pune,410505,2,1,0
,Maharashtra,Pune,411001,0,1,0
,Maharashtra,Pune,411002,3,3,0
,Maharashtra,Pune,411016,1,0,0
,Maharashtra,Pune,411027,0,1,0
,Maharashtra,Pune,411039,4,2,0
,Maharashtra,Pune,411047,2,2,0
,Maharashtra,Pune,411058,2,0,0
,Maharashtra,Pune,411061,2,0,0
,Maharashtra,Pune,412101,3,1,0
